ID,Area,User story,Expected behavior (from code),Status,Evidence,Notes
VL-2,Vial lifecycle,Undo restores supply,Log deletion self-heals derivation,Pass,DoseLoggerTests.testUndoRestoresDerivedConsumption,
VL-3,Vial lifecycle,Start new vial resets tracking,startNewVial resets reconstitutedAt,Pass,StackServiceTests + CD-2-vial-light.png,
VL-4,Vial lifecycle,One low-supply + one BUD notice,Deterministic vial- ids + budget reserve,Pass,NotificationManagerTests.testVialNoticesLowAndBUDFireOnce,
DI-1,Diary,Diary is my wearables hub,WearablesSection sleep/HRV/resting HR/breath read-only from Apple Health,Pass,DI-1-diary-hub-light.png DK-1-diary-dark.png,Real Oura/watch data Needs device
DI-2,Diary,No wearable data offers the Health connect flow,3-state: never asked -> Connect sheet; asked-but-empty -> permission hint + Open Settings deep link; reload on scene-active,Fixed,2026-07-14-m47 evidence,HealthKit hides read grants; re-ask is a silent no-op (trap removed). Device re-validation pending
DI-3,Diary,Log weight and body metrics,scalemass header action -> BodyEntrySheet -> canonical units,Pass,DI-1-diary-hub-light.png + DiaryServiceTests,Sheet behind tap
DI-4,Diary,Weight reads finance-style with 30-day trends,WeightCard big number + TrendCard chips + chart + scrub; chart clipped to card,Pass,DI-1-diary-hub-light.png + DiarySeriesTests,
DI-5,Diary,Health weight syncs in,weightSamples dedup by healthUUID,Needs device,,
DI-6,Diary,Labs are reachable from Diary,LabsCard -> LabsListView,Pass,LB-3-labs-list-light.png,
OU-1,Oura,I can sign into Oura and allow access (OAuth),Diary hub Connect -> ASWebAuthenticationSession -> PKCE code exchange -> Keychain tokens; auto-refresh; Disconnect in row menu,Needs device,WearableAuthTests + 2026-07-14-m46/hub-unconfigured-light.png,M46 replaces PAT. Live sign-in needs OURA_CLIENT_ID/SECRET registration
OU-2,Oura,Readiness / sleep score / temperature show in Diary,WearablesSection Oura cards when connected or VITA_OURA_DEMO=1,Pass,2026-07-14-m48 evidence,Caption removed M47
OU-4,Oura,Sleep / HRV / resting HR / breath pull straight from my ring,Oura sleep-periods endpoint -> per-day vitals (hours summed; rates from longest period; implausible dropped); Diary cards prefer Oura vitals when connected with Health fallback,Pass,2026-07-14-m48 evidence + OuraServiceTests aggregation suite,M48; no Health permissions needed for these cards
OU-3,Oura,Not connected means zero change,No network calls and no new UI without connection/demo flag,Pass,DiaryView.loadOura guard + OuraServiceTests noToken tests,
FB-1,Fitbit,Fitbit support,Removed from support by user request same day it was built (M46); implementation shelved; ROADMAP lists it with Whoop for later,Out of scope,,Shelved copy in session scratchpad
WB-1,Wearables hub,Hub lists only unconnected sources and vanishes when all connected,Rows drop out as sources connect; no Disconnect in hub; whole card gone when Health has data + Oura connected; management in Settings Wearables card,Pass,2026-07-14-m47 evidence,M47 per device feedback; via-Oura caption removed
WB-2,Wearables hub,I manage connections in Settings,Settings Wearables card: Health connect/re-sync + Open Settings permission link; Oura connect/Connected+Disconnect/needs-setup,Pass,2026-07-14-m47 evidence,Replaces the old Apple Health re-sync card
CH-1,Chat,Grounded answers about my stack,Streaming + full grounding block (stack/goals/profile/Health/diary/labs/Oura),Pass,CH-1-chat-transcript-light.png,Stub on sim
CH-6,Chat,The AI sees my ring data,OuraGrounding one-liner (sleep/HRV/RHR/breath/readiness/sleep score/temp) appended to the diary grounding when Oura connected; 7d fetch on chat open,Pass,OuraGroundingTests,M49; live answer quality Needs device
CH-2,Chat,Useful without a key,Rule-based fallback,Pass,ChatTests fallback,
CH-3,Chat,Suggested changes appear as chips,Validated ADD/ADJUST chips -> DoseSetupSheet confirm; never auto-applied,Pass,CH-1-chat-transcript-light.png,
CH-4,Chat,Starter prompts help me begin,starterChips from stack/goals,Pass,CH-4-starter-chips-light.png,"Try asking" chips derived from stack verified on empty thread
CH-5,Chat,Chat input hides the tab bar and keeps the field above the keyboard,isChatInputFocused router flag + safeAreaInset footer,Pass,CH-5-chat-focus-keyboard-light.png,
LB-1,Labs,Scan a lab report with consent,Consent gate -> camera/photo/PDF -> vision -> review; EXIF stripped,Needs device,LabVisionRequestTests,Consent tap not sim-drivable; camera device-only
LB-2,Labs,Review parsed values before saving,Editable rows; deterministic high/low flags; qualitative read-only,Pass,LB-3-labs-list-light.png + LabServiceTests + LabPanelDTOTests,Edit rows behind scan-flow tap
LB-3,Labs,See panels and marker details,List + detail ordered out-of-range first; vs-last delta; QuickLook original,Pass,LB-3-labs-list-light.png DK-1-labs-dark.png,
LB-4,Labs,See a marker's trend,Chart + ref band + ask-vita prefill into Chat,Pass,LB-4-marker-trend-light.png,See UX-LABS-1 (band visibility)
SE-1,Settings,Edit profile and units,Name field + unit toggles persist; greeting uses preferredName,Fixed,SE-1-name-field-light.png,Name row restored as first Profile field; greeting folds name in
SE-2,Settings,Pick appearance,System/Light/Dark live switch,Pass,SE-1-settings-top-light.png DK-1-settings-dark.png + AppearanceTests,
SE-3,Settings,Quiet hours + reminder depth,Toggles/pickers rebuild notifications,Pass,SettingsView source + NotificationManagerTests,
SE-4,Settings,Manage my API key,Keychain save/test/remove,Needs device,,Never live-test with user key (spend guard)
SE-5,Settings,Override Rx status,RxOverridesView persists,Pass,SE-5-rx-overrides-light.png,
SE-6,Settings,Export a backup,JSON+CSV share sheet,Pass,SE-3-settings-scrolled-light.png + DataExportTests,
SE-7,Settings,Share a physician report,Paginated PDF forced-light,Pass,SE-3-settings-scrolled-light.png + ReportBuilderTests,PDF render behind tap
SE-8,Settings,Danger zone clears data safely,Confirm dialogs wipe stores,Pass,SE-3-settings-scrolled-light.png + SettingsActionsTests,
NT-1,Notifications,Reminders clear when I log,plan() excludes acted; log removes pending+delivered,Pass,NotificationManagerTests,
NT-2,Notifications,Log/Skip/Snooze from banner,DOSE_REMINDER actions via DoseLogger,Needs device,NotificationManagerTests routing,
NT-3,Notifications,Quiet hours shift advisory only,dose- never shifts; others shift; pre/late drop,Pass,NotificationManagerTests quiet-window suite,
NT-4,Notifications,Pre-dose lead + overdue follow-up,pre-/late- ids; leftover budget only,Pass,NotificationManagerTests,
NT-5,Notifications,Tapping a reminder deep-links to the dose detail,Scene-gated: pending id applied only when scene active + next runloop; item re-fetched via FetchDescriptor (launch-safe),Fixed,NotificationManagerTests M47 tests,Was crashing on device (modal mid-foreground-transition); user re-validation pending
WG-1,Widgets,Widget shows doses and can log,Snapshot slots; intent ledger reconciles on launch,Untested,WidgetSnapshotTests,Gallery add + tap-log need device/harness
DK-1,Dark mode,Every surface as good in dark as light,Warm graphite palette (Style B; canvas 141312) + parity/WCAG tests,Pass,2026-07-13-m45/dark-{today;stack;diary-oura;chat;settings;detail;labs}.png,M45 re-sweep on warm graphite; accents harmonize; thumbnails/dots still calm
DK-2,Dark mode,No color conflicts anywhere,onInk on all light-flipping fills (warm near-black 141312),Pass,same seven m45 dark shots,
HD-1,Headers,Every tab wears the same header anatomy,ScreenHeader eyebrow+headline + 38pt HeaderActionCircle; Today keeps TopBarPill,Pass,DI-1 TB-2 CH-1 TB-1 shots,
UX-CHAT-1,UX finding,Transcript must not bleed at full strength under the input footer,Canvas fade behind footer; last message clears input; bar strip dims,Fixed,UX-CHAT-1-fixed-light.png UX-CHAT-1-fixed-dark.png,High. Verified: transcript fades under footer; last message clears input
UX-SETTINGS-1,UX finding,Name field + personalized greeting restored (M41 regression),Settings profileCard Name row -> profile.preferredName -> Today greeting,Fixed,SE-1-name-field-light.png,Medium. Verified; typing-through persists via persistProfile on blur
UX-TODAY-1,UX finding,DotMeter/streak clear the tab bar at rest,12pt bottom content margin on Today scroll,Fixed,UX-TODAY-1-2-fixed-light.png,Polish. Verified: meter + low-vial line clear the bar at rest
UX-TODAY-2,UX finding,Focus card and pins agree on overdue framing,Focus card shows late copy when overdue instead of "now",Fixed,UX-TODAY-1-2-fixed-light.png,Polish. Verified: "14h 33m late" in terracotta on focus card
UX-LABS-1,UX finding,Marker trend ref band visible even when series fully out of range,Y-domain unions series and ref bounds,Fixed,UX-LABS-1-fixed-marker.png,Polish. Verified: LDL axis now includes the 100 threshold
UX-DARK-1,UX finding,Vial thumbnails calm in dark mode (Stack + catalog),Canvas scrim over baked-in white backdrop in dark (CompoundTile),Fixed,UX-DARK-1-fixed-stack-dark.png,Polish. Verified: tiles sit muted on graphite
UX-ONB-1,UX finding,Brand casing consistent in onboarding prose,Prose says "Vita" matching wordmark,Fixed,3 strings in HealthConnectView + OnboardingPeptidesStep,Polish. CopyGuardTests green
UX-ONB-2,UX finding,Plan headline reads clean,"Your plan." headline; count moves to eyebrow,Fixed,UX-ONB-2-fixed-review.png,Polish. Verified; eyebrow shows N compounds (Review fallback when empty)
UX-ONB-3,UX finding,About You card clears the Continue bar at rest,Bottom inset on Health step scroll content,Fixed,UX-ONB-3-fixed-health.png,Polish. sSection bottom pad added
UX-ONB-4,UX finding,Rx badge centered in the catalog row's trailing zone,Badge vertically centered with even 12pt gaps (text block | Rx | + knob); a11y label says prescription,Fixed,2026-07-16-m50/rx-badge-centered.png,M50c user-tuned (after M46 top-float and M50b inline iterations)
UX-DS-1,UX finding,Section eyebrow tints consistent across dose sheet + calculator,One tint rule (semantic by category); Timing. gets its tint,Fixed,DoseSetupSheet + ReconCalculatorView diffs,Polish. Timing.->VT.timing; calculator Vial.->VT.dose
UX-CD-2,UX finding,Vial progress bar carries urgency when low,Thicker track + terracotta fill at/below low threshold,Fixed,UX-CD-2-3-fixed-detail-dark.png,Medium. Verified. NOTE: reverses SupplyBar's documented single-accent intent
UX-CD-3,UX finding,Adherence empty dots visible in dark,Empty-dot opacity 0.18 in dark (0.06 light unchanged),Fixed,UX-CD-2-3-fixed-detail-dark.png,Polish. Verified
UX-ST-2,UX finding,Stack row vertical rhythm with/without supply line,Considered; current 2/3-line rows accepted as informative,Out of scope,ST-1-light.png,By design for now
